feature_name,feature_family,issue_type,severity,affected_rows,likely_root_cause,recommended_fix,source_module_to_check,can_use_as_model_input_now_flag,expected_value_if_fixed
feature_anchor_centrality_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_anchor_presence_support_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_top_anchor_dependency_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_anchor_absence_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_companion_cluster_support_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_companion_concentration_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_random_purchase_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_noise_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_transaction_object_uncertainty_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_substitution_pressure_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_promo_basket_depth_alignment_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_anchor_mix_stability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_equilibrium_regime_class,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_equilibrium_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_equilibrium_fragility_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
row_cohort_disagreement_score,other,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
leftover_risk_penalty,other,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
final_decision_score,other,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
final_confidence_score,other,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
actual_units_sold_promo,other,FULLY_MISSING,HIGH,3531,Column entirely missing — likely failed join,Repair upstream join or drop column,dataset_assembler,NO,Populated values with acceptable missingness
